EVENT,BOUT,WEIGHTCLASS,weight_class,title_type,is_womens,is_tournament
UFC 70: Nations Collide ,Jess Liaudin vs. Dennis Siver,Welterweight Bout,welterweight,regular,False,False
UFC 70: Nations Collide ,Paul Taylor vs. Edilberto de Oliveira,Welterweight Bout,welterweight,regular,False,False
UFC 69: Shootout ,Matt Serra vs. Georges St-Pierre,UFC Welterweight Title Bout,welterweight,title,False,False
UFC 69: Shootout ,Josh Koscheck vs. Diego Sanchez,Welterweight Bout,welterweight,regular,False,False
UFC 69: Shootout ,Roger Huerta vs. Leonard Garcia,Lightweight Bout,lightweight,regular,False,False
UFC 69: Shootout ,Yushin Okami vs. Mike Swick,Middleweight Bout,middleweight,regular,False,False
UFC 69: Shootout ,Kendall Grove vs. Alan Belcher,Middleweight Bout,middleweight,regular,False,False
UFC 69: Shootout ,Heath Herring vs. Brad Imes,Heavyweight Bout,heavyweight,regular,False,False
UFC 69: Shootout ,Thales Leites vs. Pete Sell,Middleweight Bout,middleweight,regular,False,False
UFC 69: Shootout ,Marcus Davis vs. Pete Spratt,Welterweight Bout,welterweight,regular,False,False
UFC 69: Shootout ,Luke Cummo vs. Josh Haynes,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Stevenson vs Guillard ,Joe Stevenson vs. Melvin Guillard,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Stevenson vs Guillard ,Justin McCully vs. Antoni Hardonk,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Stevenson vs Guillard ,Kenny Florian vs. Dokonjonosuke Mishima,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Stevenson vs Guillard ,Wilson Gouveia vs. Seth Petruzelli,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Stevenson vs Guillard ,Drew Fickett vs. Keita Nakamura,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Stevenson vs Guillard ,Kurt Pellegrino vs. Nate Mohr,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Stevenson vs Guillard ,Kuniyoshi Hironaka vs. Forrest Petz,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Stevenson vs Guillard ,Roan Carneiro vs. Rich Clementi,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Stevenson vs Guillard ,Thiago Tavares vs. Naoyuki Kotani,Lightweight Bout,lightweight,regular,False,False
UFC 68: The Uprising ,Randy Couture vs. Tim Sylvia,UFC Heavyweight Title Bout,heavyweight,title,False,False
UFC 68: The Uprising ,Martin Kampmann vs. Drew McFedries,Middleweight Bout,middleweight,regular,False,False
UFC 68: The Uprising ,Rich Franklin vs. Jason MacDonald,Middleweight Bout,middleweight,regular,False,False
UFC 68: The Uprising ,Matt Hughes vs. Chris Lytle,Welterweight Bout,welterweight,regular,False,False
UFC 68: The Uprising ,Jason Lambert vs. Renato Sobral,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 68: The Uprising ,Matt Hamill vs. Rex Holman,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 68: The Uprising ,Jon Fitch vs. Luigi Fioravanti,Welterweight Bout,welterweight,regular,False,False
UFC 68: The Uprising ,Gleison Tibau vs. Jason Dent,Lightweight Bout,lightweight,regular,False,False
UFC 68: The Uprising ,Jamie Varner vs. Jason Gilliam,Lightweight Bout,lightweight,regular,False,False
UFC 67: All or Nothing ,Anderson Silva vs. Travis Lutter,Middleweight Bout,middleweight,regular,False,False
UFC 67: All or Nothing ,Mirko Filipovic vs. Eddie Sanchez,Heavyweight Bout,heavyweight,regular,False,False
UFC 67: All or Nothing ,Roger Huerta vs. John Halverson,Lightweight Bout,lightweight,regular,False,False
UFC 67: All or Nothing ,Quinton Jackson vs. Marvin Eastman,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 67: All or Nothing ,Patrick Cote vs. Scott Smith,Middleweight Bout,middleweight,regular,False,False
UFC 67: All or Nothing ,Terry Martin vs. Jorge Rivera,Middleweight Bout,middleweight,regular,False,False
UFC 67: All or Nothing ,Frankie Edgar vs. Tyson Griffin,Lightweight Bout,lightweight,regular,False,False
UFC 67: All or Nothing ,Lyoto Machida vs. Sam Hoger,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 67: All or Nothing ,Dustin Hazelett vs. Diego Saraiva,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Evans vs Salmon ,Rashad Evans vs. Sean Salmon,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Evans vs Salmon ,Jake O'Brien vs. Heath Herring,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Evans vs Salmon ,Hermes Franca vs. Spencer Fisher,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Evans vs Salmon ,Nate Marquardt vs. Dean Lister,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Evans vs Salmon ,Joshua Burkman vs. Chad Reiner,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Evans vs Salmon ,Ed Herman vs. Chris Price,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Evans vs Salmon ,Din Thomas vs. Clay Guida,Lightweight Bout,lightweight,regular,False,False
UFC Fight Night: Evans vs Salmon ,Rich Clementi vs. Ross Pointon,Welterweight Bout,welterweight,regular,False,False
UFC 66: Liddell vs Ortiz 2 ,Chuck Liddell vs. Tito Ortiz,UFC Light Heavyweight Title Bout,light_heavyweight,title,False,False
UFC 66: Liddell vs Ortiz 2 ,Keith Jardine vs. Forrest Griffin,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 66: Liddell vs Ortiz 2 ,Jason MacDonald vs. Chris Leben,Middleweight Bout,middleweight,regular,False,False
UFC 66: Liddell vs Ortiz 2 ,Andrei Arlovski vs. Marcio Cruz,Heavyweight Bout,heavyweight,regular,False,False
UFC 66: Liddell vs Ortiz 2 ,Michael Bisping vs. Eric Schafer,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC 66: Liddell vs Ortiz 2 ,Thiago Alves vs. Tony DeSouza,Welterweight Bout,welterweight,regular,False,False
UFC 66: Liddell vs Ortiz 2 ,Gabriel Gonzaga vs. Carmelo Marrero,Heavyweight Bout,heavyweight,regular,False,False
UFC 66: Liddell vs Ortiz 2 ,Yushin Okami vs. Rory Singer,Middleweight Bout,middleweight,regular,False,False
UFC 66: Liddell vs Ortiz 2 ,Christian Wellisch vs. Anthony Perosh,Heavyweight Bout,heavyweight,regular,False,False
UFC Fight Night: Sanchez vs Riggs ,Diego Sanchez vs. Joe Riggs,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Sanchez vs Riggs ,Josh Koscheck vs. Jeff Joslin,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Sanchez vs Riggs ,Karo Parisyan vs. Drew Fickett,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Sanchez vs Riggs ,Marcus Davis vs. Shonie Carter,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Sanchez vs Riggs ,David Heath vs. Victor Valimaki,Light Heavyweight Bout,light_heavyweight,regular,False,False
UFC Fight Night: Sanchez vs Riggs ,Alan Belcher vs. Jorge Santiago,Middleweight Bout,middleweight,regular,False,False
UFC Fight Night: Sanchez vs Riggs ,Luigi Fioravanti vs. Dave Menne,Welterweight Bout,welterweight,regular,False,False
UFC Fight Night: Sanchez vs Riggs ,Brock Larson vs. Keita Nakamura,Welterweight Bout,welterweight,regular,False,False
